id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
10300,50.48,Pants,Digitized reciprocal installation,Gap,107.02,Women,Ji-23673095,6
10301,63.16,Accessories,Low Profile Dyed Cap,Levi's,177.32,Men,PQ-87964300,10
10302,66.11,Accessories,Enzyme Regular Scarf,Tommy Hilfiger,287.74,Women,kt-22577783,5
10303,48.92,Plus,Optional even-keeled monitoring,Nike,134.36,Women,ad-77005049,9
10304,63.0,Sweaters,Multi-channeled transitional info-mediaries,MG,166.55,Men,vW-93691472,6
10305,19.84,Sweaters,Profit-focused directional productivity,Calvin Klein,54.62,Men,Fh-50488143,7
10306,54.69,Plus,Cross-platform grid-enabled infrastructure,Gap,166.62,Women,xx-62513620,1
10307,6.86,Plus,Business-focused intermediate hub,Puma,18.5,Men,GT-42455657,8
10308,13.08,Sweaters,User-centric client-server open system,Adidas,44.88,Men,Qo-19354609,1
10309,70.18,Outerwear & Coats,Realigned dynamic intranet,MG,176.43,Women,FM-34273448,3
10310,54.81,Jeans,High Rise Jeans,Nike,235.81,Men,Rp-52104950,6
10311,60.22,Tops,Cotton T-Shirt,MG,246.25,Women,jX-25143036,6
10312,63.8,Outerwear & Coats,Reactive real-time hierarchy,Nike,196.42,Men,sO-39604767,10
10313,32.08,Tops,Cotton T-Shirt,Nike,107.31,Men,VD-58471568,8
10314,52.56,Outerwear & Coats,Upgradable zero-defect forecast,Gap,197.99,Women,Rh-87697942,9
10315,91.17,Pants,Fully-configurable client-driven Internet solution,H&M,206.94,Women,eB-47477412,9
10316,73.61,Sweaters,Distributed maximized utilization,H&M,297.15,Women,eC-48184093,5
10317,93.42,Outerwear & Coats,Ergonomic zero tolerance hub,Puma,286.7,Men,cX-94794030,9
10318,45.83,Plus,Persistent impactful Graphic Interface,Gap,142.47,Men,nU-85771964,7
10319,77.33,Outerwear & Coats,Ergonomic demand-driven knowledge user,Calvin Klein,266.21,Men,Ls-78039362,7
10320,46.15,Jeans,Bootcut Jeans,H&M,130.87,Women,JJ-16308873,10
10321,51.4,Pants,Seamless coherent hub,Nike,217.25,Women,IT-10219200,1
10322,65.67,Tops,Polo Shirt,Nike,228.24,Women,HG-21762168,6
10323,72.53,Jeans,Bootcut Jeans,MG,294.63,Women,aw-23122518,2
10324,77.65,Tops,V-Neck Top,Gap,167.3,Men,BJ-65302759,4
10325,8.81,Tops,Long Sleeve Shirt,Calvin Klein,29.82,Men,ej-46480170,9
10326,31.81,Outerwear & Coats,Operative context-sensitive support,Adidas,69.83,Women,tG-47737421,4
10327,29.35,Sweaters,Adaptive exuding project,Nike,85.16,Women,yw-43344061,8
10328,4.16,Plus,Grass-roots empowering Local Area Network,Adidas,10.07,Men,YT-48434058,6
10329,14.11,Accessories,Low Profile Dyed Cap,MG,56.66,Women,CT-91751802,5
10330,42.62,Plus,Cross-group didactic matrix,Nike,150.62,Men,Pz-63105394,4
10331,46.9,Accessories,Low Profile Dyed Cap,Adidas,179.53,Women,fC-69591081,5
10332,82.53,Jeans,High Rise Jeans,Gap,302.83,Women,xl-13703948,7
10333,77.69,Outerwear & Coats,Multi-lateral national emulation,Adidas,324.02,Men,cF-23827043,10
10334,5.66,Outerwear & Coats,Cross-platform optimal solution,Gap,19.33,Women,Si-40899334,7
10335,56.24,Pants,Universal methodical framework,Tommy Hilfiger,179.89,Women,hd-65905428,3
10336,90.94,Outerwear & Coats,Synergized zero tolerance encryption,Tommy Hilfiger,175.45,Women,FF-40260458,10
10337,55.08,Pants,Cross-group explicit success,Nike,226.21,Men,Tm-31729758,4
10338,5.23,Plus,Customizable composite service-desk,Levi's,12.62,Women,yO-81860461,7
10339,7.46,Outerwear & Coats,Synergistic system-worthy process improvement,Tommy Hilfiger,28.04,Men,OD-53146718,7
10340,58.71,Jeans,Skinny Jeans,Gap,115.14,Men,eh-10711779,10
10341,73.05,Pants,Visionary executive challenge,Adidas,137.74,Men,HC-35784927,8
10342,76.7,Sweaters,Integrated background time-frame,MG,334.34,Women,tg-89983271,10
10343,9.83,Pants,Organic contextually-based artificial intelligence,Nike,23.67,Women,Xr-44840395,5
10344,17.75,Pants,Distributed neutral collaboration,Adidas,55.59,Women,Nd-29435702,9
10345,84.33,Tops,Long Sleeve Shirt,H&M,297.95,Men,rj-16123860,2
10346,81.88,Accessories,4 Panel Large Bill Cap,Nike,358.04,Men,xu-88340737,5
10347,20.51,Plus,Quality-focused intermediate open system,Tommy Hilfiger,38.26,Women,IV-78501341,3
10348,45.51,Plus,Focused web-enabled collaboration,H&M,94.97,Women,CK-64869119,10
10349,61.98,Accessories,Washed Canvas Ivy Hat,H&M,168.11,Women,Re-68410643,8
10350,44.92,Jeans,Regular Fit Jeans,Nike,168.59,Women,Zv-53182654,2
10351,85.22,Jeans,Bootcut Jeans,Tommy Hilfiger,381.01,Men,IR-29587168,10
10352,74.9,Accessories,Washed Canvas Ivy Hat,Tommy Hilfiger,193.55,Men,wB-77813949,1
10353,86.91,Pants,Seamless neutral frame,Puma,303.4,Women,cK-89093299,10
10354,92.63,Sweaters,Monitored bi-directional knowledgebase,H&M,312.39,Men,Vn-19183740,6
10355,38.2,Outerwear & Coats,Future-proofed contextually-based projection,Calvin Klein,119.17,Women,wM-98956840,7
10356,44.09,Jeans,High Rise Jeans,Calvin Klein,97.91,Women,pJ-29718078,7
10357,10.49,Plus,Optional interactive leverage,Nike,35.45,Men,lw-72156870,4
10358,1.25,Outerwear & Coats,Compatible leadingedge Internet solution,Adidas,2.28,Women,II-80559927,2
10359,84.49,Pants,Decentralized scalable contingency,Gap,194.97,Men,MK-68119326,3
10360,53.89,Tops,Long Sleeve Shirt,Puma,198.78,Women,vy-34387909,2
10361,84.07,Tops,V-Neck Top,Puma,206.56,Men,rD-43560332,9
10362,63.49,Outerwear & Coats,Implemented 24hour Graphical User Interface,Tommy Hilfiger,249.72,Women,iB-99647023,6
10363,14.06,Outerwear & Coats,Up-sized empowering monitoring,Tommy Hilfiger,62.16,Men,nr-72962692,1
10364,43.3,Jeans,Regular Fit Jeans,Calvin Klein,113.53,Men,Kd-19322607,1
10365,73.8,Plus,Automated foreground process improvement,Puma,278.23,Men,BN-37842592,1
10366,93.17,Outerwear & Coats,Sharable context-sensitive secured line,Tommy Hilfiger,297.59,Women,Hf-04281955,10
10367,9.1,Accessories,Low Profile Dyed Cap,Calvin Klein,19.62,Women,WK-19616987,5
10368,24.29,Sweaters,Profit-focused eco-centric system engine,H&M,92.55,Men,bK-24879620,6
10369,37.07,Outerwear & Coats,Robust hybrid groupware,Adidas,95.11,Women,Sq-83082095,10
10370,71.91,Jeans,High Rise Jeans,Nike,135.02,Women,Na-53730984,10
10371,77.44,Outerwear & Coats,Devolved contextually-based forecast,Puma,272.37,Men,ZM-73851980,6
10372,33.38,Outerwear & Coats,Inverse regional conglomeration,H&M,114.9,Women,LY-26793107,2
10373,8.82,Tops,Polo Shirt,Levi's,31.05,Women,TA-40761143,8
10374,49.73,Accessories,Washed Canvas Ivy Hat,Calvin Klein,90.93,Women,KE-90973605,9
10375,39.51,Sweaters,Assimilated tangible workforce,Tommy Hilfiger,162.08,Men,CG-62306208,2
10376,16.21,Pants,Synergized fault-tolerant groupware,Nike,63.27,Men,AT-57826296,2
10377,20.78,Jeans,Regular Fit Jeans,Nike,75.45,Men,Je-48444066,1
10378,76.54,Jeans,Regular Fit Jeans,Adidas,203.12,Women,lo-40064787,3
10379,58.23,Plus,Configurable fault-tolerant architecture,Nike,230.24,Men,qh-87804025,6
10380,60.78,Accessories,Washed Canvas Ivy Hat,Nike,235.09,Women,Gj-54688270,6
10381,4.57,Plus,Phased high-level open architecture,Adidas,16.71,Men,HY-60907593,3
10382,19.32,Jeans,Regular Fit Jeans,Tommy Hilfiger,80.93,Women,Zm-22871496,5
10383,67.28,Outerwear & Coats,Innovative client-driven standardization,Calvin Klein,187.9,Men,QP-26624009,9
10384,42.9,Tops,V-Neck Top,Puma,129.11,Women,vh-87419450,5
10385,8.88,Pants,Organic neutral alliance,Tommy Hilfiger,26.45,Men,Pd-40122128,8
10386,85.01,Jeans,High Rise Jeans,H&M,365.16,Men,LK-96345549,5
10387,27.03,Plus,Exclusive next generation encoding,Puma,49.87,Women,Wb-47087323,6
10388,72.42,Jeans,Regular Fit Jeans,Levi's,201.58,Men,UU-44345286,5
10389,27.16,Pants,Centralized fault-tolerant knowledge user,Adidas,121.73,Women,eA-19692750,6
10390,9.31,Outerwear & Coats,Business-focused secondary process improvement,Calvin Klein,40.21,Men,Zb-65003841,8
10391,94.28,Sweaters,Quality-focused systematic service-desk,Tommy Hilfiger,412.91,Women,WX-54940006,1
10392,44.72,Tops,V-Neck Top,MG,174.27,Women,XD-49604663,8
10393,50.04,Sweaters,Multi-layered mobile toolset,Calvin Klein,90.8,Women,eR-96153673,4
10394,30.36,Tops,Long Sleeve Shirt,Nike,113.23,Men,ZY-51111383,1
10395,28.69,Outerwear & Coats,Down-sized well-modulated knowledgebase,Puma,83.87,Men,KK-42900056,8
10396,37.1,Sweaters,Horizontal maximized knowledgebase,Nike,121.17,Men,eo-55634944,2
10397,70.61,Sweaters,Enterprise-wide actuating database,Puma,181.47,Women,Fm-14245402,7
10398,65.29,Jeans,Regular Fit Jeans,Adidas,130.39,Women,FA-43533186,1
10399,59.41,Outerwear & Coats,De-engineered full-range paradigm,Calvin Klein,115.14,Men,zA-02196293,5
10400,78.68,Plus,Operative homogeneous complexity,Nike,309.5,Women,fi-19181238,4
10401,8.78,Tops,V-Neck Top,Puma,30.28,Men,aI-39820271,3
10402,14.66,Outerwear & Coats,Multi-channeled holistic project,H&M,28.82,Women,hC-09689783,3
10403,32.42,Tops,Cotton T-Shirt,Gap,129.39,Women,IX-12841695,5
10404,33.93,Plus,Implemented responsive budgetary management,H&M,90.46,Women,xJ-73529304,1
10405,91.83,Pants,Progressive multi-tasking strategy,Nike,175.75,Men,VZ-13932334,1
10406,54.49,Accessories,4 Panel Large Bill Cap,MG,228.28,Men,OT-37317639,4
10407,49.72,Sweaters,Versatile well-modulated groupware,Puma,98.95,Women,UI-44898615,3
10408,10.9,Accessories,Low Profile Dyed Cap,Adidas,37.83,Men,nG-10316446,4
10409,93.25,Outerwear & Coats,Sharable encompassing matrices,Adidas,202.77,Women,oE-72041444,3
10410,95.23,Outerwear & Coats,Optimized attitude-oriented standardization,Calvin Klein,279.28,Women,By-91265308,8
10411,68.73,Outerwear & Coats,Networked global success,Nike,252.64,Men,Vj-35403329,8
10412,63.82,Plus,Profound zero tolerance solution,Adidas,162.25,Men,MK-46306406,10
10413,74.47,Outerwear & Coats,Multi-channeled zero tolerance circuit,Puma,275.78,Men,FL-23043109,10
10414,42.79,Tops,Cotton T-Shirt,Calvin Klein,157.1,Women,xB-29688406,1
10415,7.84,Sweaters,Customer-focused actuating methodology,Adidas,18.14,Men,TY-18340254,4
10416,3.83,Accessories,4 Panel Large Bill Cap,Calvin Klein,16.95,Women,bK-29727705,3
10417,54.23,Sweaters,Vision-oriented global framework,Puma,215.7,Women,tO-67506938,7
10418,92.09,Jeans,Regular Fit Jeans,Levi's,181.19,Men,By-59069274,1
10419,57.01,Sweaters,Profit-focused content-based Local Area Network,Tommy Hilfiger,245.85,Women,tb-25202061,7
10420,30.65,Plus,Proactive systematic benchmark,Gap,132.23,Women,Fw-21507982,6
10421,82.19,Outerwear & Coats,Optional local projection,Levi's,188.62,Men,Cx-15897651,6
10422,11.23,Tops,Cotton T-Shirt,MG,29.96,Men,Fq-75802487,1
10423,59.79,Plus,Organized holistic neural-net,Tommy Hilfiger,145.81,Women,Ic-11864291,10
10424,52.23,Sweaters,Up-sized non-volatile analyzer,MG,106.8,Men,Ap-22024113,7
10425,17.66,Jeans,High Rise Jeans,Nike,34.96,Women,BO-52676511,4
10426,8.27,Accessories,Low Profile Dyed Cap,Gap,32.02,Women,Jr-67428326,10
10427,48.34,Jeans,Bootcut Jeans,Puma,189.15,Men,RV-01168800,10
10428,10.33,Pants,Reverse-engineered needs-based circuit,Levi's,29.33,Women,ig-24411827,7
10429,59.94,Outerwear & Coats,Customer-focused next generation moderator,H&M,137.14,Women,Cv-17870003,4
10430,70.12,Plus,Distributed modular moratorium,Nike,239.52,Men,lS-74251619,5
10431,20.6,Tops,Polo Shirt,Levi's,45.3,Women,zH-54442652,6
10432,82.83,Pants,Streamlined needs-based leverage,Gap,317.3,Women,nr-01600997,3
10433,2.24,Accessories,Low Profile Dyed Cap,Puma,4.72,Women,oZ-78425736,7
10434,32.04,Accessories,Washed Canvas Ivy Hat,Adidas,135.1,Women,sY-12811718,10
10435,1.97,Tops,V-Neck Top,H&M,5.39,Women,sf-23667734,3
10436,8.49,Jeans,Regular Fit Jeans,MG,29.39,Men,lw-54208945,10
10437,2.14,Sweaters,Mandatory contextually-based frame,MG,6.08,Women,LU-98197784,4
10438,23.66,Tops,Polo Shirt,Adidas,93.67,Men,pL-01717935,7
10439,72.99,Pants,Cloned 5thgeneration website,Nike,309.63,Men,wi-02263746,4
10440,91.09,Outerwear & Coats,Virtual 4thgeneration leverage,Adidas,261.02,Men,GH-10789062,1
10441,50.75,Sweaters,Up-sized leadingedge capability,Puma,226.2,Women,Qh-87867850,3
10442,63.77,Sweaters,Operative explicit analyzer,Nike,258.36,Men,Fs-09297231,10
10443,19.21,Sweaters,Switchable methodical support,Puma,82.88,Women,kB-51298566,10
10444,13.69,Plus,Future-proofed fault-tolerant intranet,Nike,28.68,Women,ch-19222831,7
10445,16.61,Sweaters,Ameliorated fresh-thinking access,Calvin Klein,39.43,Women,VH-79852208,10
10446,68.51,Outerwear & Coats,Public-key radical focus group,Puma,213.06,Women,DB-95772879,1
10447,98.4,Tops,Polo Shirt,Levi's,350.7,Men,aA-80500416,10
10448,58.54,Pants,Devolved fault-tolerant benchmark,Calvin Klein,258.4,Women,wH-97844182,6
10449,2.83,Accessories,Enzyme Regular Scarf,Levi's,5.74,Women,cC-73851576,9
10450,46.79,Pants,Centralized next generation array,Puma,186.32,Women,DR-52894522,10
10451,84.3,Sweaters,Visionary tangible toolset,Puma,161.52,Women,xA-52453018,2
10452,18.5,Accessories,Enzyme Regular Scarf,MG,57.64,Women,nX-71312682,2
10453,67.16,Outerwear & Coats,Stand-alone reciprocal database,Nike,289.68,Men,SZ-34351146,2
10454,95.47,Jeans,Regular Fit Jeans,MG,207.77,Women,lx-43557795,5
10455,55.85,Jeans,Bootcut Jeans,Levi's,134.79,Women,uz-13463789,9
10456,59.64,Jeans,Bootcut Jeans,MG,146.58,Women,ce-44076049,5
10457,3.91,Accessories,Enzyme Regular Scarf,Puma,11.95,Men,OA-39535894,8
10458,29.41,Sweaters,Cross-platform dynamic functionalities,Nike,53.31,Men,at-43232441,5
10459,77.92,Accessories,Washed Canvas Ivy Hat,Calvin Klein,277.11,Men,rt-54704872,2
10460,72.87,Jeans,High Rise Jeans,H&M,156.4,Men,Ak-46000545,8
10461,86.87,Tops,Long Sleeve Shirt,Gap,245.92,Men,vn-81585457,10
10462,49.58,Accessories,Enzyme Regular Scarf,H&M,105.01,Women,Zj-29850802,10
10463,8.23,Outerwear & Coats,Robust disintermediate throughput,Gap,28.82,Men,DW-86790063,1
10464,35.14,Tops,Cotton T-Shirt,Levi's,104.43,Women,tQ-03225982,6
10465,10.86,Jeans,Regular Fit Jeans,Tommy Hilfiger,20.08,Women,GG-21303543,3
10466,62.45,Outerwear & Coats,Grass-roots client-driven workforce,Tommy Hilfiger,259.8,Men,rM-28968444,6
10467,58.65,Sweaters,Persistent motivating frame,Tommy Hilfiger,230.68,Men,TT-29204339,3
10468,52.22,Jeans,Bootcut Jeans,Puma,226.24,Men,Gy-30513293,1
10469,18.08,Sweaters,Vision-oriented intangible complexity,Tommy Hilfiger,62.49,Women,rW-68745098,6
10470,97.94,Pants,Secured hybrid open architecture,Levi's,341.46,Men,oE-41417410,6
10471,43.01,Outerwear & Coats,Sharable analyzing architecture,Puma,158.62,Women,Cf-57806242,7
10472,62.79,Outerwear & Coats,Universal needs-based middleware,MG,130.6,Women,JB-37329223,5
10473,52.67,Outerwear & Coats,Future-proofed user-facing complexity,Levi's,162.16,Men,FS-10935261,10
10474,56.41,Sweaters,De-engineered well-modulated framework,Tommy Hilfiger,146.83,Men,dn-17848507,1
10475,23.01,Jeans,High Rise Jeans,Puma,102.21,Women,rn-59427419,5
10476,36.04,Tops,Polo Shirt,Nike,92.53,Men,Vb-97303951,7
10477,24.11,Accessories,Low Profile Dyed Cap,MG,45.93,Men,Ae-26763156,4
10478,76.62,Outerwear & Coats,Upgradable logistical moderator,Levi's,259.6,Women,qD-49489088,6
10479,67.23,Outerwear & Coats,Advanced asynchronous ability,Nike,188.26,Men,BZ-03468464,3
10480,65.84,Jeans,Bootcut Jeans,Puma,239.86,Women,HR-84984763,4
10481,74.51,Accessories,Low Profile Dyed Cap,Gap,287.22,Women,Bw-91848542,8
10482,12.0,Accessories,Enzyme Regular Scarf,Adidas,21.78,Women,oR-06078022,7
10483,35.33,Accessories,Enzyme Regular Scarf,Calvin Klein,139.54,Women,QW-23317598,3
10484,12.33,Sweaters,Multi-layered actuating concept,Tommy Hilfiger,33.79,Women,ea-21144571,5
10485,13.46,Pants,Stand-alone regional system engine,Levi's,30.06,Women,YJ-06340848,7
10486,21.54,Tops,Cotton T-Shirt,H&M,39.39,Men,Dt-90274270,3
10487,19.6,Sweaters,Implemented maximized alliance,Levi's,87.9,Women,JL-36333090,4
10488,6.21,Jeans,Skinny Jeans,Tommy Hilfiger,27.28,Men,Qy-21652520,10
10489,66.43,Jeans,Bootcut Jeans,Adidas,145.04,Men,eZ-35092975,5
10490,53.23,Plus,Profit-focused needs-based adapter,Nike,133.38,Men,Am-35419246,3
10491,87.06,Pants,Focused cohesive application,Adidas,227.92,Women,lk-12484912,7
10492,27.0,Plus,Object-based dedicated hub,Calvin Klein,59.13,Men,Ka-03594959,9
10493,27.27,Accessories,Enzyme Regular Scarf,Levi's,106.43,Women,ww-07784320,2
10494,91.69,Plus,Function-based intermediate conglomeration,Levi's,289.4,Men,lb-80437576,9
10495,13.3,Pants,Versatile bottom-line flexibility,Nike,37.86,Women,jT-88506596,1
10496,59.73,Pants,Secured neutral attitude,Nike,212.36,Men,Cb-96525320,6
10497,99.99,Accessories,Washed Canvas Ivy Hat,Nike,279.12,Women,CJ-45447963,7
10498,36.4,Pants,Proactive fresh-thinking interface,Nike,132.07,Women,NL-26637996,1
10499,59.12,Jeans,Skinny Jeans,Levi's,265.72,Men,HX-13743305,5
10500,10.21,Tops,Long Sleeve Shirt,MG,19.94,Men,Jl-32095085,10
10501,9.84,Tops,V-Neck Top,Puma,26.05,Men,Pv-84072791,5
10502,27.06,Tops,Cotton T-Shirt,Calvin Klein,72.92,Women,PV-23121746,10
10503,83.62,Tops,Long Sleeve Shirt,Adidas,161.54,Men,cH-44594126,2
10504,41.76,Plus,Implemented regional capacity,H&M,85.56,Men,MA-99922640,6
10505,44.75,Jeans,High Rise Jeans,Puma,197.52,Men,ys-83601869,5
10506,41.71,Accessories,4 Panel Large Bill Cap,MG,153.53,Women,UB-57126544,6
10507,58.12,Sweaters,Right-sized value-added matrices,Calvin Klein,231.6,Women,Lo-84011808,5
10508,93.43,Pants,Compatible incremental Internet solution,Gap,240.28,Women,mE-39859806,10
10509,15.2,Pants,Vision-oriented bifurcated system engine,Nike,49.0,Women,ry-84658866,8
10510,12.74,Pants,User-friendly web-enabled migration,Gap,52.07,Men,Dv-51778194,1
10511,99.2,Outerwear & Coats,Seamless incremental hub,Gap,219.24,Women,Bv-88453013,1
10512,23.23,Pants,Pre-emptive heuristic strategy,Adidas,101.72,Men,eD-21009631,6
10513,64.27,Accessories,Washed Canvas Ivy Hat,Levi's,174.85,Men,Jg-28411078,8
10514,89.08,Accessories,Enzyme Regular Scarf,Levi's,320.37,Men,JT-49006067,8
10515,47.28,Tops,Long Sleeve Shirt,Adidas,197.64,Women,ZU-91039825,6
10516,4.01,Outerwear & Coats,Visionary uniform firmware,Nike,14.45,Men,Dd-51763467,2
10517,65.58,Plus,Virtual maximized open architecture,Levi's,291.46,Women,Zf-95459561,8
10518,29.43,Plus,Virtual foreground capability,Tommy Hilfiger,73.49,Men,AT-87346497,4
10519,82.11,Accessories,4 Panel Large Bill Cap,H&M,271.1,Women,RO-30020377,1
10520,47.89,Tops,Polo Shirt,Adidas,199.02,Women,UX-00655431,1
10521,17.54,Outerwear & Coats,De-engineered uniform parallelism,Calvin Klein,48.48,Men,KX-70541639,7
10522,79.49,Tops,Cotton T-Shirt,Calvin Klein,153.8,Men,qd-22009144,10
10523,51.22,Plus,Centralized zero-defect toolset,Gap,202.59,Women,kb-60364113,6
10524,96.76,Plus,Multi-layered bottom-line initiative,MG,275.15,Women,ib-62310254,9
10525,67.6,Sweaters,Cloned client-driven Graphical User Interface,H&M,286.13,Men,sv-69092496,9
10526,27.47,Plus,Innovative real-time paradigm,Nike,113.77,Men,iv-93646469,9
10527,73.41,Plus,Seamless didactic software,Puma,317.33,Women,wW-51453472,10
10528,93.85,Plus,Polarized bifurcated website,Puma,401.28,Men,oW-72827902,8
10529,77.97,Pants,Fundamental eco-centric parallelism,Nike,189.96,Men,nH-64213555,6
10530,62.8,Outerwear & Coats,Diverse 5thgeneration focus group,MG,253.22,Women,OI-23098691,9
10531,93.2,Jeans,Skinny Jeans,Puma,175.56,Women,Ad-27985170,2
10532,50.57,Accessories,Washed Canvas Ivy Hat,MG,123.96,Women,GX-33331727,7
10533,19.59,Tops,Long Sleeve Shirt,Puma,55.33,Men,eR-56609751,2
10534,72.66,Pants,Multi-channeled executive framework,Puma,146.54,Women,xG-81010884,2
10535,27.66,Pants,Synchronized executive attitude,Gap,90.24,Men,Zl-84021351,7
10536,21.3,Plus,Reactive multi-state solution,Nike,71.33,Men,QK-80214117,2
10537,80.01,Tops,Cotton T-Shirt,MG,163.4,Women,Qs-99955340,7
10538,71.45,Outerwear & Coats,Team-oriented local conglomeration,Gap,317.73,Women,XW-73928323,5
10539,17.51,Jeans,Regular Fit Jeans,Adidas,37.19,Men,sf-21967829,4
10540,57.66,Sweaters,Streamlined bifurcated function,H&M,198.43,Men,zS-00797027,6
10541,64.14,Tops,V-Neck Top,H&M,175.92,Women,Qg-08177637,6
10542,76.4,Pants,Integrated well-modulated capability,Calvin Klein,198.14,Women,MD-51511812,2
10543,58.08,Pants,Customer-focused optimal protocol,H&M,109.74,Women,XG-29641959,4
10544,88.97,Pants,Polarized asynchronous alliance,Adidas,324.61,Women,CD-34249969,7
10545,77.63,Accessories,Enzyme Regular Scarf,Calvin Klein,238.01,Women,Uy-56609896,8
10546,74.81,Pants,Advanced object-oriented installation,Nike,248.12,Men,vg-45222210,4
10547,57.82,Sweaters,Future-proofed asymmetric flexibility,Levi's,113.7,Men,JH-40741097,2
